index	ID	商品分类	数量	成本	销售
4349	3061371011061	300422	1	246	293
4350	3061371011078	300422	2	492	618
4351	3061371011092	300422	1	246	294
4352	3061371011238	300422	1	246	309
4353	3061371011245	300422	2	492	618
4354	3061371011351	300422	1	246	309
4355	3061371488016	300701	1	192	225
4356	3061371489013	300702	1	192	225
4357	3061372719010	300424	1	87	119
4358	3061375036015	300424	3	261	357
4359	3061375038019	300424	1	87	119
4360	3061375039016	300424	1	87	119
4361	3061375055016	300704	1	280	369
4362	3061375067019	300712	1	99	119
4363	3061375112016	300712	1	181	225
4364	3061375171013	300705	1	99	119
4365	3061375221015	300422	1	246	309
4366	3094570056007	510522	1	210	278
4367	3165140086608	730122	1	2400	2950
4368	3166930200044	300712	1	79	139
4369	3176571736000	130111	1	124	176
4370	3179730012564	100505	1	100	120
4371	3215690347626	100111	1	95	123
4372	3215690352101	100111	1	70	98
4373	3222724810414	720507	1	208	239
4374	3228020160314	130111	1	128	159
4375	3228020160321	130111	1	47	59
4376	3228020481242	130111	1	74	89
4377	3228020490312	130109	1	50	65
4378	3228020490329	130110	1	41	52
4379	3228020490336	130110	1	41	52
4380	3228021000190	130111	1	96	119
4381	3228021990293	130109	1	50	65
4382	3248140658430	300423	1	394	656
4383	3248140663731	300423	1	170	299
4384	3252550011044	300712	1	81	109
4385	3252550025058	300702	1	123	169
4386	3252550027014	300708	1	199	279
4387	3253560304867	730101	1	70	89
4388	3253560304966	730101	1	142	170
4389	3253560862183	730114	1	308	399
4390	3253561921162	730107	1	290	349
4391	3254550013219	130111	1	129	169
4392	3260260050062	100204	1	39	49
4393	3262850007036	100516	2	236	276
4394	3283840016555	540101	3	135	195
4395	3321670000402	730145	1	60	76
4396	3331300018028	300708	1	79	139
4397	3426470001458	540103	1	145	209
4398	3426470001465	540103	1	165	239
4399	3504108000742	590311	1	440	759
4400	3504108012936	560117	1	138	235
4401	3504108014015	560117	1	121	199
4402	3504108014077	590311	1	539	929
4403	3504108053236	560107	1	162	265
4404	3504108053281	590311	1	440	759
4405	3557490022618	520319	1	30	48
4406	3600010003922	300424	1	102	139
4407	3600010003939	300424	1	102	139
4408	3600010005995	300422	1	236	299
4409	3600010006008	300422	3	708	852
4410	3600010006022	300422	1	236	284
4411	3600010008118	300422	1	236	299
4412	3600010008125	300422	1	236	299
4413	3600010008132	300422	1	236	284
4414	3600010008149	300422	1	236	269
4415	3600620151587	520425	1	24	35
4416	3960097006002	520425	2	52	78
4417	3960097006019	520503	1	12	17
4418	4000445738007	100501	1	179	250
4419	4000504565124	130109	1	106	135
4420	4001934290402	500303	1	31	45
4421	4002017022002	300709	1	50	85
4422	4002309003801	100102	1	72	89
4423	4002403000706	500544	1	48	65
4424	4002403001253	500308	1	54	75
4425	4002403001291	500308	1	66	89
4426	4002403001420	500335	1	60	85
4427	4002403005053	500537	1	360	475
4428	4002403005947	500503	1	108	149
4429	4002403058400	500539	1	108	142
4430	4002403541537	500516	1	90	125
4431	4002403603068	510538	1	54	75
4432	4002432310531	760507	1	102	144
4433	4002590006161	100104	1	64	95
4434	4002590006260	100104	1	64	95
4435	4002590006468	100104	1	64	95
4436	4005808801046	300709	1	102	143
4437	4005808802012	300709	1	157	219
4438	4005808803019	300709	1	157	219
4439	4005808811007	300712	1	126	179
4440	4005808811052	300709	1	150	209
4441	4005808811069	300709	1	157	199
4442	4005808811519	300712	1	130	179
4443	4005808812028	300709	1	171	249
4444	4005808812042	300713	1	236	328
4445	4005808812134	300709	1	157	229
4446	4005808812875	300704	1	411	579
4447	4005808812899	300704	1	411	579
4448	4005808818501	300702	1	60	85
4449	4005808818525	300709	2	376	458
4450	4005808818563	300709	1	292	399
4451	4005808820047	300704	1	150	198
4452	4005808820221	300709	1	99	145
4453	4005808820528	300709	1	192	279
4454	4005808820566	300709	1	92	135
4455	4005808850617	300716	1	61	86
4456	4005808850631	300716	1	61	90
4457	4005808867158	300709	1	274	399
4458	4005808867301	300703	1	240	332
4459	4005808867400	300703	1	257	369
4460	4005808890507	300709	1	137	189
4461	4005808890576	300709	1	68	99
4462	4006387022501	714901	1	582	650
4463	4006484613626	590515	1	226	299
4464	4006484614098	590515	1	226	299
4465	4006670360150	500206	1	69	81
4466	4006765420219	500708	12	636	900
4467	4006765718514	500319	1	186	259
4468	4006765718545	500319	1	140	195
4469	4006765782027	500546	1	120	175
4470	4006932610337	510427	1	192	280
4471	4006932621005	510124	1	221	320
4472	4006932621203	510427	1	192	256
4473	4006932643434	510512	1	72	105
4474	4006932643441	510512	1	90	129
4475	4006932643502	510512	1	60	86
4476	4006932643526	510512	2	192	172
4477	4006932660141	510522	1	139	189
4478	4006932660257	510512	1	124	170
4479	4006932660431	510512	1	106	149
4480	4006932660493	510522	1	76	109
4481	4006932660530	510530	1	260	365
4482	4006932700052	510512	1	48	68
4483	4006932700083	510512	1	48	68
4484	4006932700090	510512	1	48	68
4485	4006932700175	510512	1	48	68
4486	4006932700182	510512	1	48	68
4487	4006932700212	510512	1	48	68
4488	4006932700229	510512	1	48	68
4489	4006932750620	510512	1	144	209
4490	4007264992108	510326	1	100	145
4491	4008455008158	530410	1	103	129
4492	4008455008196	530228	1	159	199
4493	4008500006320	530208	1	95	145
4494	4008500006337	530223	1	106	145
4495	4008600327660	560336	1	61	89
4496	4008600327677	560336	1	72	105
4497	4008600327684	560336	1	72	105
4498	4008600327691	560336	1	61	85
4499	4008600327707	560336	1	61	85
4500	4008600327714	560336	1	61	89
4501	4008600328452	560335	1	87	125
4502	4008600328599	560336	1	59	89
4503	4008600328605	560336	1	64	95
4504	4008600328612	560336	2	118	178
4505	4008600328629	560336	1	59	89
4506	4008600328643	560336	1	59	89
4507	4008600329008	560335	1	87	125
4508	4008600329015	560335	1	78	115
4509	4008600329022	560335	1	78	109
4510	4008600329039	560336	1	78	115
4511	4008600329046	560336	1	78	115
4512	4008600329053	560336	1	78	115
4513	4009752220922	540407	1	449	599
4514	4009752520022	540407	1	473	630
4515	4009993902090	760917	1	95	129
4516	4011800070007	110511	1	62	80
4517	4011800170011	110511	1	44	56
4518	4011800171018	110511	1	44	56
4519	4011800172015	110511	1	44	56
4520	4011800173012	110511	1	44	56
4521	4011800174019	110511	1	44	56
4522	4014400901573	100106	1	97	108
4523	4014600135402	100111	1	68	88
4524	4014612508225	530105	1	119	159
4525	4014612508232	530105	2	208	278
4526	4014612508249	530105	1	57	75
4527	4014612508959	530105	1	114	139
4528	4014612508966	530105	1	228	256
4529	4014612508973	530105	1	209	229
4530	4014612509215	530105	1	114	139
4531	4015000248990	530105	1	78	104
4532	4015000249003	530105	1	78	104
4533	4015000249546	530105	1	78	110
4534	4015000280235	300504	1	100	135
4535	4015000280372	300504	1	100	135
4536	4015000280396	300504	1	100	128
4537	4015000615822	300504	1	114	142
4538	4015000615846	300504	1	114	142
4539	4015000615860	300504	1	114	149
4540	4015000617864	300504	1	114	142
4541	4015340000432	720507	1	200	266
4542	4015400017196	530103	1	26	30
4543	4015400017226	530103	1	50	62
4544	4017100127007	100205	1	37	49
4545	4017100267901	100205	1	30	39
4546	4017100276118	100205	1	30	39
4547	4017100373909	100205	1	37	49
4548	4020400004572	100103	1	39	49
4549	4020400004589	100103	1	39	49
4550	4020400004596	100103	1	39	49
4551	4021500013662	130109	1	105	139
4552	4025700001825	100102	1	66	75
4553	4026700403596	760546	1	34	49
4554	4026700403732	760546	1	34	49
4555	4026700406085	760517	1	68	94
4556	4026700407594	760546	1	22	35
4557	4027800020805	300802	1	84	115
4558	4027800021109	300802	1	84	115
4559	4027800021208	300802	1	84	115
4560	4027800034307	300802	1	62	79
4561	4027800335008	300802	1	105	132
4562	4027800520602	300802	1	126	159
4563	4030387044621	100215	1	142	179
4564	4030387044638	100215	1	142	179
4565	4030387044669	100215	1	272	348
4566	4030387044676	100215	1	272	348
4567	4032973034115	720507	1	140	179
4568	4032973054519	720507	2	340	478
4569	4053800001704	560107	1	146	170
4570	4053800002121	560109	1	115	157
4571	4053800002206	560101	1	62	89
4572	4053800002312	560106	1	131	166
4573	4053800004026	560110	1	398	557
4574	4053800004101	560117	1	147	199
4575	4053800078683	560110	1	335	480
4576	4053800079017	560103	1	145	199
4577	4053800081034	560102	1	160	199
4578	4064700202108	720303	1	380	518
4579	4064700207103	720303	1	380	546
4580	4064700295100	720303	1	270	399
4581	4064700307100	720303	1	295	379
4582	4064700321106	720516	1	100	146
4583	4064700334205	720313	1	150	219
4584	4064700343306	720501	1	155	230
4585	4064700345300	720501	1	155	230
4586	4064700371002	720310	1	85	146
4587	4064700374201	720318	1	100	146
4588	4064700381100	720318	1	125	182
4589	4064700425101	720311	2	144	238
4590	4064700430204	720502	1	125	182
4591	4064700442108	720509	1	100	150
4592	4067800027350	100516	4	460	552
4593	4102960000147	560117	1	47	65
4594	4102960000154	560117	1	47	65
4595	4103040270016	560102	1	310	277
4596	4103040326010	560101	1	116	149
4597	4103040327017	560102	1	161	199
4598	4103040328120	560103	1	161	219
4599	4103040335012	560103	1	207	265
4600	4103040336019	560106	2	322	288
4601	4103040381019	560107	1	161	210
4602	4103040467010	560110	1	246	319
4603	4103040550019	560110	1	116	142
4604	4103040662019	560107	1	246	329
4605	4400003524231	540204	1	185	269
4606	4400003524910	540204	1	205	295
4607	4400003525276	540203	1	125	180
4608	4400003525283	540203	1	135	195
4609	4400003525900	540204	1	135	185
4610	4400003525924	540204	1	145	209
4611	45032295     	300806	1	166	235
4612	45032608     	470211	1	86	108
4613	45038501     	300303	1	53	75
4614	45040726     	470211	1	188	234
4615	45050435     	470211	1	188	210
4616	45050459     	470211	1	188	234
4617	45056819     	470211	1	188	211
4618	45064104     	470211	1	188	234
4619	45064111     	470211	1	188	222
4620	45064128     	470211	1	188	223
4621	4511388201010	100205	1	74	95
4622	4514783038403	530410	1	91	120
4623	4515360000028	560102	1	540	699
4624	4519757000011	560103	1	105	135
4625	4519757000028	560102	1	105	135
4626	4519757000035	560107	1	81	105
4627	4521194100018	560204	1	49	69
4628	4525336000013	100307	1	76	95
4629	4525606000163	300711	1	47	69
4630	4525606990013	300711	1	47	69
4631	4528691300026	100103	1	28	35
4632	4528691310063	100102	1	75	89
4633	4528691310162	100102	2	200	240
4634	4528691310179	100102	1	88	120
4635	4528691410015	100205	1	17	25
4636	4528691410022	100205	1	17	25
4637	4531226220096	590310	1	100	175
4638	4531632415000	300712	1	79	114
4639	4531632415017	300712	1	79	114
4640	4531632415024	300712	2	272	370
4641	4531632415031	300701	1	153	218
4642	4531632415048	300701	1	153	218
4643	4531632415062	300701	1	153	218
4644	4531632415079	300704	1	166	235
4645	4531632415086	300701	1	226	320
4646	4531632415093	300702	1	226	320
4647	4531632415109	300703	1	259	370
4648	4531632415116	300707	1	153	218
4649	4531632415130	300709	1	253	379
4650	4531632415802	300604	1	233	330
4651	4531632415819	300604	1	233	330
4652	4531632415833	300604	1	233	313
4653	4531632415864	300604	1	233	330
4654	4531632415918	300604	3	699	990
4655	4531632415949	300604	1	233	349
4656	4531632416045	300604	1	153	218
4657	4531632416090	300604	1	153	207
4658	4531632416106	300604	1	153	218
4659	4531632416144	300604	1	153	218
4660	4531632416151	300604	1	153	218
4661	4531632416168	300604	1	153	218
4662	4531632416229	300604	1	153	218
4663	4531632416311	300604	1	166	249
4664	4531632416656	300605	1	86	118
4665	4531632416717	300605	1	86	124
4666	4531632416755	300610	1	79	114
4667	4531632416762	300605	1	86	124
4668	4531632416793	300605	1	86	124
4669	4531632416816	300605	1	86	129
4670	4531632416847	300605	1	86	129
4671	4531632417165	300606	1	166	211
4672	4531632417189	300606	1	166	235
4673	4531632417226	300602	1	106	150
4674	4531632417271	300609	1	106	150
4675	4531632417295	300104	1	106	150
4676	4531632417332	300114	1	39	57
4677	4531632418001	300603	1	253	360
4678	4531632418018	300603	2	506	720
4679	4531632418025	300603	1	253	342
4680	4531632418032	300603	1	253	360
4681	4531632418049	300603	1	253	360
4682	4531632418100	300507	1	213	290
4683	4531632418131	300612	1	186	265
4684	4531632418148	300612	1	186	265
4685	4531632418155	300612	1	186	265
4686	4531632418285	300607	1	166	237
4687	4531632418292	300607	1	166	237
4688	4531632418315	300607	1	166	237
4689	4531632418346	300607	1	166	249
4690	4531632419008	300422	1	233	330
4691	4531632419039	300422	1	147	209
4692	4531632419060	300422	1	147	209
4693	4531632419077	300422	1	147	209
4694	4531632419091	300424	1	126	171
4695	4531632419114	300424	1	126	180
4696	4531632419121	300422	1	106	150
4697	4531632419138	300422	1	106	142
4698	4531632419145	300422	1	106	150
4699	4531632419176	300422	1	106	143
4700	4531907002003	130303	1	90	115
4701	4531907002102	130303	1	90	109
4702	4532944200124	560117	1	119	152
4703	4532944200223	560113	1	149	215
4704	4536142225521	560322	2	172	232
4705	4537715006004	300604	1	38	79
4706	4537715103901	300614	1	47	90
4707	4537715103918	300614	1	47	90
4708	4537715103925	300614	1	47	90
4709	4537715103932	300614	1	47	90
4710	4537715200761	300614	1	57	108
4711	4537715200778	300614	1	57	108
4712	4537715200938	300614	1	71	135
4713	4537715202864	300614	1	52	99
4714	4537715202888	300614	1	52	99
4715	4537715202895	300614	1	52	99
4716	4537715202918	300614	1	52	99
4717	4537715202949	300614	1	52	99
4718	4537715204318	300614	1	57	108
4719	4537715204325	300614	1	57	108
4720	4537715209337	300604	1	26	48
4721	4540121234626	100102	1	85	94
4722	4710008111146	110107	1	49	58
4723	4710008111153	110107	1	93	110
4724	4710008122104	110814	1	32	42
4725	4710008122203	110136	1	32	40
4726	4710008122302	110136	1	32	42
4727	4710008211013	110410	1	3	4
4728	4710008211112	110410	1	30	39
4729	4710008212119	110411	1	13	17
4730	4710008212126	110805	2	26	34
4731	4710008212133	110411	2	26	24
4732	4710008212157	110411	1	13	17
4733	4710008212164	110411	3	39	51
4734	4710008212171	110411	1	11	15
4735	4710008212195	110411	2	26	34
4736	4710008212249	110411	1	19	24
4737	4710008212812	110805	1	13	17
4738	4710008216810	110411	1	27	33
4739	4710008216827	110411	1	27	33
4740	4710008216834	110411	1	27	33
4741	4710008241119	110136	1	25	32
4742	4710008241126	110136	1	25	30
4743	4710008241133	110136	1	25	30
4744	4710008241140	110136	1	25	30
4745	4710008241171	110136	1	25	32
4746	4710008241218	110136	2	50	64
4747	4710008241225	110808	1	25	30
4748	4710008241270	110136	1	25	32
4749	4710008242123	110136	1	25	30
4750	4710008242147	110136	1	25	30
4751	4710008242154	110136	1	25	30
4752	4710008251125	110136	1	23	27
4753	4710008290025	110401	1	41	45
4754	4710008290032	110401	1	41	45
4755	4710008290049	110805	1	41	45
4756	4710008290056	110401	2	82	114
4757	4710008290094	110401	1	41	57
4758	4710008290155	110401	1	23	29
4759	4710008312147	110117	1	40	48
4760	4710008314141	110117	2	106	130
4761	4710008316145	110117	2	52	64
4762	4710008317012	110804	1	28	36
4763	4710008490111	110502	1	88	108
4764	4710008671114	110311	4	140	180
4765	4710010010017	110506	1	123	149
4766	4710010010048	110507	1	30	36
4767	4710010010055	110507	1	36	43
4768	4710010010314	110507	1	98	113
4769	4710010020016	110507	1	114	138
4770	4710010020054	110507	2	42	50
4771	4710010020061	110507	1	21	26
4772	4710010020078	110507	2	42	52
4773	4710010020092	110507	1	25	30
4774	4710010030015	110506	1	26	32
4775	4710010030039	110507	2	62	76
4776	4710010040021	110507	1	18	21
4777	4710010050044	110507	1	19	24
4778	4710010050068	110507	1	19	24
4779	4710010050082	110507	2	42	50
4780	4710010050105	110507	2	62	78
4781	4710010060012	110506	2	82	100
4782	4710011401128	120103	1	23	29
4783	4710011401135	120103	2	46	55
4784	4710011401142	120103	1	23	29
4785	4710011402019	120106	1	22	28
4786	4710011402026	120106	1	22	28
4787	4710011402033	120106	1	22	28
4788	4710011402194	120106	1	22	27
4789	4710011403320	130304	1	16	20
4790	4710011405133	120103	4	92	116
4791	4710011406123	120103	1	23	29
4792	4710011408011	120102	1	25	32
4793	4710011408028	120102	1	25	32
4794	4710011409025	120105	1	23	28
4795	4710011409056	120103	1	23	28
4796	4710011411417	120101	1	73	90
4797	4710011411424	120101	1	73	90
4798	4710011411479	120101	1	73	90
4799	4710011412148	120105	2	46	56
4800	4710011412223	120105	1	23	29
4801	4710011414012	120109	1	25	32
4802	4710011417099	120110	1	18	23
4803	4710011417419	120110	1	34	44
4804	4710011417426	120110	1	34	44
4805	4710011417433	120110	1	34	44
4806	4710011417440	120110	1	34	44
4807	4710011430517	120109	1	36	48
4808	4710011430524	120109	1	36	48
4809	4710011430531	120109	1	36	48
4810	4710011430555	120109	3	108	144
4811	4710011432603	120104	1	73	90
4812	4710011432702	120104	1	76	90
4813	4710011432825	120103	2	52	66
4814	4710011432832	120103	1	26	31
4815	4710011432849	120103	1	26	33
4816	4710011432856	120103	1	26	33
4817	4710011433501	120104	1	73	95
4818	4710012100013	110117	1	132	155
4819	4710012101010	110117	1	79	96
4820	4710012111019	110117	1	55	65
4821	4710012113167	110117	1	46	59
4822	4710012114331	110117	1	63	78
4823	4710012120011	110117	2	126	152
4824	4710012121018	110117	1	51	62
4825	4710012122121	110117	2	122	146
4826	4710012123012	110117	1	41	53
4827	4710012129335	110117	1	95	115
4828	4710012131130	110118	1	35	42
4829	4710012132137	110118	1	35	42
4830	4710012134162	110117	1	58	73
4831	4710012141023	110118	1	26	32
4832	4710012142136	110118	1	31	38
4833	4710012143157	110117	1	34	42
4834	4710012231595	110119	1	95	120
4835	4710012242140	110120	1	30	37
4836	4710012246131	110125	1	51	63
4837	4710012246148	110125	1	33	40
4838	4710012246582	110125	1	30	38
4839	4710012311013	110105	1	28	35
4840	4710012312010	110105	1	28	35
4841	4710012325027	110804	1	26	33
4842	4710012331554	130314	1	45	58
4843	4710012461336	110120	1	62	76
4844	4710012600339	110814	1	68	85
4845	4710012601237	130314	1	54	64
4846	4710012712513	110504	1	37	48
4847	4710012713510	110515	1	37	46
4848	4710012721515	110502	1	37	48
4849	4710012722512	110502	1	37	48
4850	4710012724547	110506	1	22	29
4851	4710012741513	110504	1	37	48
4852	4710015101130	100103	1	49	63
4853	4710015101826	100109	1	167	178
4854	4710015101901	100215	1	194	235
4855	4710015102571	100205	1	60	75
4856	4710015102946	100103	2	28	34
4857	4710015103059	100112	1	84	109
4858	4710015103066	100205	1	56	68
4859	4710015103073	100205	1	56	68
4860	4710015103080	100205	1	56	65
4861	4710015103240	100109	1	246	319
4862	4710015103288	100102	2	20	24
4863	4710015103295	100205	1	10	12
4864	4710015103370	100205	1	70	85
4865	4710015103455	100205	1	56	65
4866	4710015103479	100210	3	156	195
4867	4710015103646	100103	1	25	33
4868	4710015103684	100109	1	176	208
4869	4710015103844	100210	1	25	33
4870	4710015103998	100210	1	52	65
4871	4710015104001	100210	1	52	65
4872	4710015104018	100205	1	17	22
4873	4710015104391	100204	1	56	68
4874	4710015104438	100205	1	17	22
4875	4710015104506	100205	1	145	169
4876	4710015104841	100109	1	69	79
4877	4710015202721	100205	2	28	36
4878	4710015202912	100323	1	14	18
4879	4710017000011	520424	1	20	29
4880	4710017000028	520424	1	20	29
4881	4710017000110	520424	1	20	28
4882	4710017001018	300418	1	45	62
4883	4710017001087	300418	1	45	65
4884	4710017001148	520422	1	18	28
4885	4710017002077	520114	1	26	39
4886	4710017002084	520433	1	26	39
4887	4710017002091	520328	1	18	27
4888	4710017002213	520424	1	24	37
4889	4710017002237	520424	1	24	37
4890	4710017002282	520424	1	23	35
4891	4710017002312	520424	1	23	34
4892	4710017002336	520424	1	23	35
4893	4710017002411	520424	1	20	30
4894	4710017002428	520424	1	20	29
4895	4710017003081	520424	1	16	24
4896	4710017003159	520424	1	19	29
4897	4710017003241	520424	1	15	22
4898	4710017003258	520424	1	15	22
4899	4710017003319	520424	2	36	56
4900	4710017003562	520417	1	17	25
4901	4710017003661	520424	1	23	35
4902	4710017003692	520424	1	24	35
4903	4710017003715	520424	1	24	33
4904	4710017003951	520417	1	19	27
4905	4710017005054	520234	1	22	30
4906	4710017005146	520424	1	14	21
4907	4710017005238	520424	1	21	32
4908	4710017005252	520228	1	29	42
4909	4710017005269	520210	2	54	78
4910	4710017005283	520221	1	85	123
4911	4710017005313	520328	1	23	35
4912	4710017005467	520211	1	100	145
4913	4710017005511	520230	1	16	25
4914	4710017005542	520114	1	27	39
4915	4710017005566	520115	1	25	36
4916	4710017005573	520112	1	42	62
4917	4710017005597	520116	1	22	35
4918	4710017005603	520504	1	16	25
4919	4710017005627	520409	1	52	79
4920	4710017005689	520424	1	48	90
4921	4710017005702	520230	1	32	47
4922	4710017005719	520230	1	27	39
4923	4710017005726	520230	1	19	27
4924	4710017005733	520433	1	52	75
4925	4710017005740	520433	1	24	35
4926	4710017005764	520433	1	41	61
4927	4710017005771	520230	1	21	31
4928	4710017005788	520230	1	21	30
4929	4710017005795	520206	1	27	42
4930	4710017005887	520209	1	27	39
4931	4710017005894	520202	1	48	69
4932	4710017006037	520424	1	18	28
4933	4710017006099	520424	2	34	50
4934	4710017006150	520424	3	51	71
4935	4710017006167	520424	1	17	25
4936	4710017006211	520424	1	20	29
4937	4710017006228	520424	1	20	29
4938	4710017006235	520424	1	20	29
4939	4710017006242	520424	1	20	28
4940	4710017006310	520424	1	25	36
4941	4710017006334	520424	1	20	30
4942	4710017006341	520424	3	60	84
4943	4710017006372	520424	1	21	28
4944	4710017006426	520424	1	20	30
4945	4710017006433	520424	1	27	39
4946	4710017006440	520424	1	22	33
4947	4710017006457	520424	1	27	39
4948	4710017006464	520424	1	27	39
4949	4710017006471	520424	1	27	37
4950	4710017006495	520424	1	27	39
4951	4710017006501	520424	1	22	33
4952	4710017006525	520424	1	27	39
4953	4710017006662	520424	1	22	30
4954	4710017006693	520424	1	22	32
4955	4710017006815	520424	1	40	60
4956	4710017006822	520424	1	40	57
4957	4710017007010	520425	1	35	49
4958	4710017007843	520328	1	27	42
4959	4710017007904	520126	1	142	189
4960	4710017007966	520126	1	32	45
4961	4710017007973	520126	1	29	44
4962	4710017007980	520301	2	56	80
4963	4710017007997	520107	1	50	75
4964	4710017008024	520508	1	80	119
4965	4710017008055	520126	1	34	49
4966	4710017008062	520125	1	40	55
4967	4710017008109	300408	1	15	24
4968	4710017008116	300711	1	43	57
4969	4710017008123	520508	2	94	150
4970	4710017008130	520508	1	38	58
4971	4710017008147	520328	1	20	28
4972	4710017008154	520213	1	24	37
4973	4710017008161	520473	1	24	36
4974	4710017008178	520508	1	44	66
4975	4710017008888	520226	1	85	125
4976	4710017009113	520232	1	20	29
4977	4710017009182	520328	1	18	28
4978	4710017009199	520425	3	105	148
4979	4710017009311	520405	2	36	52
4980	4710017009410	520510	1	81	115
4981	4710017009571	520405	1	20	29
4982	4710017011208	520144	1	160	235
4983	4710017012229	520473	2	170	258
4984	4710017013042	520502	1	21	31
4985	4710017015824	520234	2	28	44
4986	4710017018054	520472	2	46	70
4987	4710017018894	520137	6	150	216
4988	4710017020569	520424	1	36	55
4989	4710017020583	520424	1	50	71
4990	4710017020613	520424	1	57	78
4991	4710017020637	520424	1	41	62
4992	4710017020811	520114	1	33	49
4993	4710017020828	520433	1	27	40
4994	4710017020927	520469	1	33	50
4995	4710017023010	520424	1	27	39
4996	4710017023041	520502	1	20	28
4997	4710017033712	520424	1	18	26
4998	4710017035426	520424	1	12	17
4999	4710017035716	520424	1	21	30
5000	4710017036416	520424	1	17	26
5001	4710017036423	520424	1	17	26
5002	4710017036430	520424	1	17	26
5003	4710017043049	520124	1	35	52
5004	4710017050344	520206	1	12	18
5005	4710017051013	520508	1	52	74
5006	4710017051020	520508	1	27	42
5007	4710017051037	520328	1	18	28
5008	4710017051044	520144	1	85	114
5009	4710017051051	520508	2	126	178
5010	4710017051075	520508	1	52	78
5011	4710017051136	520424	2	36	49
5012	4710017051419	520424	1	18	28
5013	4710017051815	520210	1	42	62
5014	4710017051914	520209	1	54	80
5015	4710017052010	520209	1	47	70
5016	4710017052034	520209	1	27	37
5017	4710017052119	520213	1	27	39
5018	4710017052423	520220	1	36	55
5019	4710017052911	520208	1	22	32
5020	4710017052928	520317	1	17	26
5021	4710017052935	520317	2	46	72
5022	4710017053048	520124	1	35	52
5023	4710017056063	520328	1	25	39
5024	4710017056414	520309	1	22	35
5025	4710017056728	520210	1	55	74
5026	4710017056735	520210	1	48	69
5027	4710017056810	520210	1	63	90
5028	4710017056926	520210	1	40	60
5029	4710017057329	520206	1	16	25
5030	4710017057916	520206	1	24	36
5031	4710017057923	520206	3	39	60
5032	4710017073046	520124	1	35	52
5033	4710017080839	520126	1	130	176
5034	4710017080914	520126	1	39	56
5035	4710017080938	520126	1	160	213
5036	4710017081119	300711	1	32	49
5037	4710017081126	300711	1	50	94
5038	4710017081133	300711	1	50	99
5039	4710017081164	300711	1	24	35
5040	4710017081218	520508	1	38	58
5041	4710017081225	520508	1	28	45
5042	4710017081249	520508	1	44	66
5043	4710017081324	520508	1	52	76
5044	4710017081447	520508	1	28	39
5045	4710017081911	520328	2	64	96
5046	4710017081928	520328	1	37	53
5047	4710017089016	520102	1	32	46
5048	4710017089023	520102	1	29	40
5049	4710017089030	520102	1	26	36
5050	4710017089047	520102	1	23	34
5051	4710017089054	520102	1	23	34
5052	4710017089061	520102	1	21	30
5053	4710017089078	520102	1	19	28
5054	4710017089085	520102	4	52	76
5055	4710017096700	520424	1	21	32
5056	4710017096717	520424	1	21	32
5057	4710017098100	520473	1	20	29
5058	4710017156831	520424	1	45	69
5059	4710017205102	520424	1	54	79
5060	4710017205126	520424	1	63	90
5061	4710017209186	520328	1	18	28
5062	4710017209193	520123	1	18	28
5063	4710017336196	520424	2	36	56
5064	4710017907181	520328	1	29	43
5065	4710018000102	100505	1	69	75
5066	4710018000201	100505	1	257	310
5067	4710018004605	100505	1	35	37
5068	4710018004704	100505	1	35	37
5069	4710018005602	100508	1	214	240
5070	4710018008634	100505	1	62	72
5071	4710018008733	100505	1	62	72
5072	4710018009204	100515	2	22	24
5073	4710018009303	100515	1	11	12
5074	4710018011108	100505	1	11	14
5075	4710018022708	100503	1	214	240
5076	4710018022807	100503	2	428	480
5077	4710018030109	100503	1	161	199
5078	4710018030208	100515	1	166	179
5079	4710018031632	100505	4	248	274
5080	4710018035005	100507	2	64	78
5081	4710020150017	590514	2	150	188
5082	4710020740089	590301	2	300	268
5083	4710020741130	590301	1	188	269
5084	4710020821368	560201	2	666	630
5085	4710020822426	560201	2	582	778
5086	4710020823485	560201	1	333	389
5087	4710020824604	560201	1	333	389
5088	4710020825373	560201	3	612	717
5089	4710020841366	560201	1	278	325
5090	4710020842424	560201	1	278	325
5091	4710020843483	560201	1	278	325
5092	4710020844602	560201	3	729	926
5093	4710020941301	590301	1	147	189
5094	4710020941325	590301	2	360	446
5095	4710022101208	100311	2	374	418
5096	4710022102205	100311	1	189	234
5097	4710022102304	100311	1	94	115
5098	4710022102793	100311	1	69	85
5099	4710022102892	100311	2	68	84
5100	4710022111405	110311	1	133	158
5101	4710022113409	110305	1	129	165
5102	4710022201496	100205	1	51	65
5103	4710022209591	100218	1	77	89
5104	4710022212409	110513	1	55	73
5105	4710022213406	110513	1	55	69
5106	4710022233503	100312	1	13	18
5107	4710022235507	100312	1	13	18
5108	4710022237501	100312	1	13	18
5109	4710022239598	100218	1	51	68
5110	4710022275503	100218	1	13	18
5111	4710022391708	100306	1	67	85
5112	4710022393702	100306	1	102	129
5113	4710022395706	100306	1	67	81
5114	4710022401209	100306	1	61	75
5115	4710022403104	100306	1	187	225
5116	4710022409205	100306	1	187	225
5117	4710022409212	100306	1	180	225
5118	4710022421207	100306	1	69	89
5119	4710022432005	100305	1	34	45
5120	4710022433002	100305	1	34	45
5121	4710022445708	100306	1	83	98
5122	4710022531494	100319	1	75	89
5123	4710022652137	110511	1	57	75
5124	4710022652229	110511	1	50	65
5125	4710022652649	110513	1	57	75
