index	ID	年龄	区域
5728	00828666  	C 	C 
5729	00828871  	D 	H 
5730	00829625  	D 	E 
5731	00829656  	D 	C 
5732	00829953  	D 	E 
5733	00830843  	D 	F 
5734	00831383  	D 	F 
5735	00831864  	D 	E 
5736	00831987  	C 	E 
5737	00832205  	F 	F 
5738	00832502  	B 	E 
5739	00832564  	H 	E 
5740	00832687  	E 	E 
5741	00832786  	E 	F 
5742	00832809  	F 	E 
5743	00832892  	B 	F 
5744	00832946  	F 	E 
5745	00833684  	D 	F 
5746	00833912  	F 	E 
5747	00833929  	G 	E 
5748	00833974  	D 	E 
5749	00834032  	B 	E 
5750	00834247  	J 	H 
5751	00834339  	D 	H 
5752	00834438  	H 	E 
5753	00834445  	E 	A 
5754	00834452  	F 	E 
5755	00834568  	I 	E 
5756	00834735  	E 	F 
5757	00834834  	D 	F 
5758	00834926  	F 	G 
5759	00835152  	E 	E 
5760	00835312  	G 	E 
5761	00835831  	C 	G 
5762	00836005  	E 	E 
5763	00836036  	D 	E 
5764	00836197  	I 	G 
5765	00836364  	D 	E 
5766	00837323  	C 	F 
5767	00837552  	C 	E 
5768	00837828  	D 	H 
5769	00837880  	G 	C 
5770	00837958  	J 	E 
5771	00838009  	E 	F 
5772	00838023  	J 	E 
5773	00838054  	I 	E 
5774	00838061  	D 	E 
5775	00838085  	I 	E 
5776	00838115  	E 	E 
5777	00838139  	E 	E 
5778	00838207  	H 	E 
5779	00838221  	D 	E 
5780	00838245  	F 	E 
5781	00838351  	F 	E 
5782	00838382  	C 	E 
5783	00838412  	B 	E 
5784	00838450  	B 	C 
5785	00838580  	H 	E 
5786	00838603  	C 	E 
5787	00838665  	C 	C 
5788	00838702  	B 	C 
5789	00838788  	G 	C 
5790	00839105  	D 	F 
5791	00839136  	C 	C 
5792	00839150  	D 	D 
5793	00839389  	D 	C 
5794	00839402  	E 	F 
5795	00839426  	D 	E 
5796	00839440  	C 	C 
5797	00839471  	G 	E 
5798	00839648  	G 	D 
5799	00839693  	G 	C 
5800	00839792  	F 	E 
5801	00839815  	C 	F 
5802	00839822  	F 	E 
5803	00839891  	K 	H 
5804	00839983  	D 	E 
5805	00840354  	J 	E 
5806	00840729  	E 	D 
5807	00841214  	H 	F 
5808	00841498  	F 	E 
5809	00841528  	C 	E 
5810	00841597  	E 	G 
5811	00841757  	F 	E 
5812	00841771  	E 	E 
5813	00841900  	D 	E 
5814	00842112  	D 	G 
5815	00842136  	H 	E 
5816	00842181  	B 	E 
5817	00842235  	B 	E 
5818	00842259  	G 	E 
5819	00842396  	G 	H 
5820	00842419  	C 	G 
5821	00842464  	E 	E 
5822	00842525  	G 	E 
5823	00842617  	C 	E 
5824	00842648  	F 	E 
5825	00842716  	B 	E 
5826	00842754  	J 	H 
5827	00842808  	H 	A 
5828	00842884  	F 	E 
5829	00843225  	D 	G 
5830	00843263  	J 	H 
5831	00843317  	D 	E 
5832	00843355  	C 	E 
5833	00843423  	G 	E 
5834	00843461  	C 	E 
5835	00843492  	E 	E 
5836	00843508  	E 	F 
5837	00843539  	I 	D 
5838	00843553  	I 	E 
5839	00843577  	F 	E 
5840	00843584  	J 	E 
5841	00843621  	E 	F 
5842	00843713  	B 	E 
5843	00844000  	J 	F 
5844	00844413  	E 	E 
5845	00844642  	I 	E 
5846	00844734  	D 	C 
5847	00844970  	C 	E 
5848	00844994  	B 	E 
5849	00845021  	J 	E 
5850	00845038  	G 	E 
5851	00845076  	I 	E 
5852	00845168  	J 	E 
5853	00845199  	I 	E 
5854	00845298  	I 	E 
5855	00845335  	D 	E 
5856	00845359  	C 	E 
5857	00845380  	C 	E 
5858	00845397  	D 	E 
5859	00845403  	B 	E 
5860	00845502  	D 	E 
5861	00845632  	C 	F 
5862	00845649  	G 	E 
5863	00845809  	C 	E 
5864	00845847  	H 	H 
5865	00846172  	D 	E 
5866	00846295  	G 	F 
5867	00846301  	D 	E 
5868	00846363  	A 	F 
5869	00846370  	C 	E 
5870	00846424  	E 	F 
5871	00846516  	B 	E 
5872	00846653  	F 	F 
5873	00846721  	F 	F 
5874	00846776  	B 	E 
5875	00846905  	J 	E 
5876	00846929  	G 	F 
5877	00846981  	E 	E 
5878	00846998  	I 	E 
5879	00847124  	C 	E 
5880	00847322  	E 	E 
5881	00847391  	J 	E 
5882	00847568  	J 	E 
5883	00848138  	C 	C 
5884	00848442  	I 	F 
5885	00848602  	A 	F 
5886	00848824  	G 	D 
5887	00848985  	C 	F 
5888	00849043  	C 	F 
5889	00849180  	H 	F 
5890	00849692  	C 	F 
5891	00849746  	C 	G 
5892	00849982  	C 	F 
5893	00850841  	E 	F 
5894	00850865  	D 	G 
5895	00850933  	F 	C 
5896	00851114  	C 	G 
5897	00851244  	D 	D 
5898	00851268  	C 	D 
5899	00851275  	D 	F 
5900	00851626  	B 	C 
5901	00852074  	G 	A 
5902	00852494  	I 	E 
5903	00852708  	E 	F 
5904	00852845  	F 	F 
5905	00852890  	C 	C 
5906	00853088  	F 	E 
5907	00853590  	D 	H 
5908	00854276  	D 	F 
5909	00855426  	D 	G 
5910	00855600  	D 	G 
5911	00856720  	D 	E 
5912	00857215  	F 	E 
5913	00857833  	B 	F 
5914	00858038  	C 	G 
5915	00858694  	G 	D 
5916	00858854  	D 	G 
5917	00858984  	F 	G 
5918	00859431  	C 	E 
5919	00859516  	F 	E 
5920	00860123  	D 	E 
5921	00860673  	F 	C 
5922	00860772  	D 	D 
5923	00860994  	J 	E 
5924	00861007  	D 	E 
5925	00861014  	C 	E 
5926	00861021  	I 	E 
5927	00861038  	D 	E 
5928	00861052  	E 	E 
5929	00861069  	D 	E 
5930	00861076  	G 	E 
5931	00861113  	H 	C 
5932	00862028  	E 	E 
5933	00862059  	F 	E 
5934	00862486  	C 	E 
5935	00862660  	I 	E 
5936	00862936  	F 	F 
5937	00863131  	C 	G 
5938	00863865  	D 	D 
5939	00864152  	H 	G 
5940	00864169  	J 	F 
5941	00864558  	F 	E 
5942	00864855  	G 	D 
5943	00865166  	E 	E 
5944	00865234  	E 	F 
5945	00865296  	D 	G 
5946	00865388  	H 	E 
5947	00865487  	E 	C 
5948	00865630  	E 	E 
5949	00865654  	E 	F 
5950	00865821  	C 	F 
5951	00866026  	K 	E 
5952	00866040  	F 	G 
5953	00866125  	K 	E 
5954	00866170  	K 	E 
5955	00866392  	E 	F 
5956	00866422  	E 	F 
5957	00866569  	E 	F 
5958	00866620  	H 	E 
5959	00866699  	H 	F 
5960	00866774  	B 	E 
5961	00866989  	E 	F 
5962	00866996  	D 	H 
5963	00867344  	D 	C 
5964	00867382  	C 	F 
5965	00867467  	B 	C 
5966	00867481  	E 	C 
5967	00867542  	D 	F 
5968	00867665  	E 	F 
5969	00867832  	D 	G 
5970	00867948  	B 	E 
5971	00868266  	J 	F 
5972	00868433  	D 	G 
5973	00868488  	F 	E 
5974	00868525  	E 	G 
5975	00868648  	F 	F 
5976	00868709  	D 	E 
5977	00868747  	C 	E 
5978	00868754  	F 	E 
5979	00868969  	J 	F 
5980	00869058  	E 	F 
5981	00869263  	F 	E 
5982	00869287  	G 	E 
5983	00869300  	C 	F 
5984	00869324  	D 	E 
5985	00869508  	D 	F 
5986	00869676  	F 	E 
5987	00869744  	B 	D 
5988	00869805  	G 	D 
5989	00870184  	F 	E 
5990	00870443  	D 	G 
5991	00871099  	B 	F 
5992	00871211  	F 	E 
5993	00871518  	C 	C 
5994	00871716  	H 	H 
5995	00871815  	E 	E 
5996	00871907  	G 	E 
5997	00873833  	I 	E 
5998	00874328  	D 	G 
5999	00874373  	D 	C 
6000	00874830  	D 	F 
6001	00875226  	C 	C 
6002	00877046  	D 	E 
6003	00877060  	E 	F 
6004	00877367  	C 	F 
6005	00877596  	E 	E 
6006	00877633  	E 	E 
6007	00877725  	I 	E 
6008	00877749  	D 	G 
6009	00877770  	J 	E 
6010	00877992  	I 	E 
6011	00878111  	I 	E 
6012	00878128  	E 	F 
6013	00878258  	K 	E 
6014	00878463  	I 	E 
6015	00878586  	C 	F 
6016	00878685  	J 	E 
6017	00878968  	C 	F 
6018	00879125  	B 	D 
6019	00879477  	F 	E 
6020	00879613  	I 	E 
6021	00880015  	D 	E 
6022	00880237  	D 	F 
6023	00880428  	E 	E 
6024	00880909  	D 	F 
6025	00880923  	E 	E 
6026	00880954  	E 	D 
6027	00881159  	F 	F 
6028	00881173  	B 	D 
6029	00881548  	E 	E 
6030	00881562  	F 	D 
6031	00881753  	I 	E 
6032	00881814  	K 	H 
6033	00881951  	H 	E 
6034	00881975  	E 	G 
6035	00882132  	D 	E 
6036	00882163  	D 	E 
6037	00882491  	G 	H 
6038	00882514  	D 	E 
6039	00882606  	J 	E 
6040	00882637  	F 	E 
6041	00882682  	C 	E 
6042	00882804  	E 	E 
6043	00882842  	C 	E 
6044	00882927  	C 	F 
6045	00883023  	C 	D 
6046	00883177  	C 	F 
6047	00883221  	D 	E 
6048	00883276  	B 	G 
6049	00883344  	I 	E 
6050	00883566  	F 	E 
6051	00883627  	I 	H 
6052	00883665  	D 	F 
6053	00883689  	F 	H 
6054	00883733  	F 	G 
6055	00883795  	E 	E 
6056	00884129  	J 	E 
6057	00884242  	J 	E 
6058	00884310  	E 	E 
6059	00884402  	E 	E 
6060	00884600  	F 	F 
6061	00884693  	J 	E 
6062	00884945  	B 	E 
6063	00885065  	G 	E 
6064	00885102  	D 	A 
6065	00885522  	E 	E 
6066	00885591  	E 	E 
6067	00885621  	B 	E 
6068	00885690  	H 	E 
6069	00885720  	J 	E 
6070	00885881  	F 	E 
6071	00885959  	E 	E 
6072	00885973  	C 	E 
6073	00885980  	D 	E 
6074	00886093  	F 	E 
6075	00886109  	F 	F 
6076	00886185  	F 	E 
6077	00886352  	D 	G 
6078	00886383  	E 	C 
6079	00886628  	D 	E 
6080	00886666  	C 	F 
6081	00886703  	E 	F 
6082	00886987  	E 	E 
6083	00887113  	F 	E 
6084	00887236  	G 	E 
6085	00887267  	F 	E 
6086	00887380  	E 	F 
6087	00887397  	C 	E 
6088	00887410  	F 	E 
6089	00887694  	F 	E 
6090	00888400  	I 	F 
6091	00888486  	F 	E 
6092	00888653  	J 	E 
6093	00888950  	C 	E 
6094	00889049  	D 	D 
6095	00889193  	G 	E 
6096	00889285  	E 	C 
6097	00889308  	D 	H 
6098	00889612  	C 	F 
6099	00889636  	B 	F 
6100	00889667  	B 	F 
6101	00889735  	G 	F 
6102	00889797  	F 	F 
6103	00889841  	C 	F 
6104	00889865  	C 	F 
6105	00889872  	D 	F 
6106	00889919  	E 	F 
6107	00890489  	G 	E 
6108	00890502  	F 	C 
6109	00890557  	G 	F 
6110	00890816  	F 	E 
6111	00890847  	J 	F 
6112	00890885  	B 	E 
6113	00890953  	G 	D 
6114	00891035  	G 	E 
6115	00891127  	F 	D 
6116	00891301  	D 	D 
6117	00891653  	E 	E 
6118	00891691  	F 	E 
6119	00891769  	H 	A 
6120	00891790  	B 	E 
6121	00891851  	J 	E 
6122	00893749  	I 	E 
6123	00893824  	D 	G 
6124	00894739  	E 	D 
6125	00895040  	J 	F 
6126	00895088  	C 	F 
6127	00895132  	D 	F 
6128	00895392  	C 	F 
6129	00895477  	F 	E 
6130	00895552  	I 	E 
6131	00895651  	C 	F 
6132	00895675  	D 	D 
6133	00896085  	F 	G 
6134	00896115  	D 	G 
6135	00896139  	F 	A 
6136	00896672  	H 	C 
6137	00896702  	B 	D 
6138	00896986  	G 	E 
6139	00897075  	D 	F 
6140	00897105  	J 	E 
6141	00897143  	F 	E 
6142	00897150  	H 	E 
6143	00897167  	I 	E 
6144	00897358  	H 	E 
6145	00897365  	E 	E 
6146	00897372  	F 	E 
6147	00897679  	B 	E 
6148	00897716  	J 	E 
6149	00897877  	E 	E 
6150	00897907  	J 	F 
6151	00898010  	B 	F 
6152	00898386  	F 	E 
6153	00898393  	J 	F 
6154	00898409  	E 	E 
6155	00898508  	C 	E 
6156	00898522  	D 	E 
6157	00898584  	F 	E 
6158	00898607  	C 	C 
6159	00898690  	D 	E 
6160	00898713  	D 	E 
6161	00898737  	E 	E 
6162	00898744  	D 	E 
6163	00898799  	C 	E 
6164	00898829  	C 	E 
6165	00898904  	G 	E 
6166	00898935  	J 	E 
6167	00899307  	E 	E 
6168	00899444  	C 	E 
6169	00899468  	F 	E 
6170	00899505  	J 	E 
6171	00899543  	F 	E 
6172	00899734  	E 	E 
6173	00899741  	J 	E 
6174	00899796  	F 	E 
6175	00899802  	H 	C 
6176	00899871  	J 	E 
6177	00900195  	K 	F 
6178	00900287  	D 	G 
6179	00900317  	D 	E 
6180	00900355  	D 	G 
6181	00900386  	C 	E 
6182	00900393  	B 	G 
6183	00900416  	F 	E 
6184	00900423  	D 	C 
6185	00900447  	J 	E 
6186	00900515  	E 	F 
6187	00900522  	B 	F 
6188	00900591  	D 	F 
6189	00900614  	E 	G 
6190	00900638  	C 	F 
6191	00900645  	E 	F 
6192	00900676  	E 	E 
6193	00900799  	D 	F 
6194	00900829  	D 	F 
6195	00900867  	E 	G 
6196	00900898  	C 	F 
6197	00900942  	F 	E 
6198	00900997  	C 	F 
6199	00901086  	C 	E 
6200	00901116  	D 	F 
6201	00901208  	F 	E 
6202	00901383  	F 	E 
6203	00901406  	E 	E 
6204	00901413  	K 	E 
6205	00901529  	D 	F 
6206	00901604  	C 	F 
6207	00901628  	H 	F 
6208	00901833  	F 	F 
6209	00901840  	G 	E 
6210	00901918  	G 	E 
6211	00901956  	D 	E 
6212	00901987  	F 	F 
6213	00902007  	H 	F 
6214	00902038  	I 	E 
6215	00902076  	J 	E 
6216	00902083  	J 	E 
6217	00902090  	E 	C 
6218	00902144  	A 	F 
6219	00902199  	D 	C 
6220	00902205  	B 	F 
6221	00902229  	D 	F 
6222	00902267  	G 	E 
6223	00902304  	G 	E 
6224	00902311  	F 	C 
6225	00902342  	B 	D 
6226	00902397  	F 	H 
6227	00902519  	E 	F 
6228	00902540  	E 	E 
6229	00902601  	B 	F 
6230	00902748  	E 	E 
6231	00902755  	E 	E 
6232	00902861  	E 	F 
6233	00902878  	C 	F 
6234	00903042  	B 	E 
6235	00903073  	D 	F 
6236	00903080  	C 	C 
6237	00903196  	C 	E 
6238	00903264  	D 	C 
6239	00903295  	G 	E 
6240	00903318  	C 	E 
6241	00903356  	D 	E 
6242	00903363  	F 	E 
6243	00903431  	C 	E 
6244	00903479  	D 	E 
6245	00903516  	J 	E 
6246	00903547  	E 	F 
6247	00903561  	D 	F 
6248	00903646  	G 	C 
6249	00903783  	J 	E 
6250	00903806  	C 	E 
6251	00903974  	H 	E 
6252	00904018  	B 	F 
6253	00904025  	J 	E 
6254	00904094  	E 	C 
6255	00904223  	D 	E 
6256	00904278  	C 	C 
6257	00904292  	D 	E 
6258	00904391  	F 	E 
6259	00904421  	E 	F 
6260	00904438  	E 	F 
6261	00904445  	C 	F 
6262	00904483  	C 	E 
6263	00904506  	I 	F 
6264	00904551  	F 	H 
6265	00904582  	J 	F 
6266	00904766  	C 	F 
6267	00904773  	H 	A 
6268	00904797  	F 	E 
6269	00904841  	F 	F 
6270	00904971  	J 	G 
6271	00904988  	A 	E 
6272	00904995  	E 	E 
6273	00905077  	D 	E 
6274	00905084  	E 	E 
6275	00905091  	D 	E 
6276	00905114  	H 	C 
6277	00905176  	I 	E 
6278	00905220  	C 	E 
6279	00905244  	E 	E 
6280	00905275  	D 	C 
6281	00905404  	E 	E 
6282	00905558  	E 	F 
6283	00905565  	B 	G 
6284	00905602  	D 	E 
6285	00905626  	E 	D 
6286	00905657  	C 	C 
6287	00905664  	D 	E 
6288	00905695  	B 	E 
6289	00905725  	F 	E 
6290	00905770  	B 	E 
6291	00905787  	D 	F 
6292	00905831  	K 	F 
6293	00905930  	H 	F 
6294	00905954  	E 	F 
6295	00905992  	C 	G 
6296	00906050  	H 	F 
6297	00906067  	J 	E 
6298	00906234  	B 	F 
6299	00906265  	D 	E 
6300	00906319  	H 	F 
6301	00906388  	D 	F 
6302	00906456  	B 	E 
6303	00906463  	H 	E 
6304	00906487  	C 	E 
6305	00906500  	I 	E 
6306	00906715  	E 	C 
6307	00906739  	H 	E 
6308	00906784  	F 	E 
6309	00906890  	B 	E 
6310	00906906  	B 	D 
6311	00906920  	E 	E 
6312	00906944  	B 	E 
6313	00906968  	E 	E 
6314	00907033  	C 	D 
6315	00907101  	C 	D 
6316	00907163  	E 	F 
6317	00907248  	D 	F 
6318	00907262  	G 	E 
6319	00907316  	E 	D 
6320	00907378  	C 	E 
6321	00907385  	G 	F 
6322	00907439  	E 	F 
6323	00907477  	F 	E 
6324	00907521  	E 	E 
6325	00907576  	E 	E 
6326	00907606  	C 	E 
6327	00907613  	H 	E 
6328	00907637  	D 	E 
6329	00907750  	D 	D 
6330	00907811  	I 	F 
6331	00907828  	C 	G 
6332	00907842  	G 	E 
6333	00907873  	E 	A 
6334	00908092  	E 	E 
6335	00908108  	C 	E 
6336	00908115  	J 	E 
6337	00908184  	C 	D 
6338	00908207  	C 	E 
6339	00908252  	C 	C 
6340	00908269  	G 	F 
6341	00908283  	F 	E 
6342	00908368  	G 	E 
6343	00908535  	D 	D 
6344	00908566  	C 	G 
6345	00908610  	I 	E 
6346	00908634  	E 	H 
6347	00908702  	I 	B 
6348	00908818  	H 	F 
6349	00908825  	I 	E 
6350	00908894  	C 	E 
6351	00908900  	G 	E 
6352	00909099  	K 	E 
6353	00909174  	C 	F 
6354	00909228  	J 	E 
6355	00909266  	K 	E 
6356	00909273  	K 	E 
6357	00909280  	K 	E 
6358	00909297  	K 	E 
6359	00909303  	K 	E 
6360	00909327  	C 	E 
6361	00909334  	J 	E 
6362	00909419  	F 	G 
6363	00909433  	C 	E 
6364	00909457  	J 	E 
6365	00909600  	F 	F 
6366	00909792  	D 	G 
6367	00909952  	E 	F 
6368	00909983  	C 	E 
6369	00910057  	I 	E 
6370	00910101  	F 	F 
6371	00910156  	H 	E 
6372	00910163  	D 	E 
6373	00910231  	D 	F 
6374	00910248  	F 	E 
6375	00910309  	D 	F 
6376	00910316  	F 	E 
6377	00910378  	K 	E 
6378	00910439  	G 	E 
6379	00910606  	H 	F 
6380	00911061  	C 	F 
6381	00911108  	B 	F 
6382	00911122  	C 	F 
6383	00911245  	F 	E 
6384	00911306  	J 	C 
6385	00911337  	D 	E 
6386	00911344  	C 	E 
6387	00911375  	B 	H 
6388	00911429  	E 	F 
6389	00911436  	E 	F 
6390	00911443  	E 	E 
6391	00911474  	B 	F 
6392	00911634  	E 	F 
6393	00911641  	J 	F 
6394	00911665  	G 	F 
6395	00911702  	G 	E 
6396	00911726  	G 	E 
6397	00911771  	F 	F 
6398	00911863  	G 	C 
6399	00911955  	D 	E 
6400	00911962  	D 	C 
6401	00912037  	J 	A 
6402	00912051  	E 	G 
6403	00912129  	K 	E 
6404	00912174  	E 	F 
6405	00912204  	D 	E 
6406	00912273  	F 	E 
6407	00912396  	E 	F 
6408	00912433  	F 	F 
6409	00912457  	E 	F 
6410	00912488  	C 	F 
6411	00912495  	B 	F 
6412	00912600  	D 	E 
6413	00912792  	E 	E 
6414	00912877  	D 	E 
6415	00912884  	E 	C 
6416	00912907  	G 	E 
6417	00912938  	F 	F 
6418	00912990  	H 	E 
6419	00913027  	H 	E 
6420	00913201  	H 	E 
6421	00913263  	G 	F 
6422	00913331  	C 	F 
6423	00913355  	J 	E 
6424	00913379  	C 	E 
6425	00913386  	F 	E 
6426	00913430  	B 	F 
6427	00913447  	D 	F 
6428	00913577  	F 	F 
6429	00913591  	C 	F 
6430	00913621  	F 	F 
6431	00913638  	E 	E 
6432	00913706  	F 	C 
6433	00913713  	D 	E 
6434	00913751  	E 	F 
6435	00913805  	J 	E 
6436	00913836  	G 	F 
6437	00913843  	J 	E 
6438	00913850  	C 	E 
6439	00913867  	E 	E 
6440	00913904  	F 	E 
6441	00913966  	E 	F 
6442	00914086  	G 	C 
6443	00914116  	J 	E 
6444	00914123  	E 	E 
6445	00914154  	D 	C 
6446	00914208  	D 	E 
6447	00914260  	E 	C 
6448	00914314  	G 	C 
6449	00914420  	F 	D 
6450	00914505  	F 	E 
6451	00914529  	F 	E 
6452	00914635  	H 	C 
6453	00914741  	E 	D 
6454	00914840  	F 	G 
6455	00914925  	C 	G 
6456	00915014  	J 	E 
6457	00915120  	G 	F 
6458	00915168  	E 	E 
6459	00915236  	J 	E 
6460	00915267  	C 	E 
6461	00915328  	B 	F 
6462	00915335  	H 	F 
6463	00915397  	D 	E 
6464	00915434  	C 	F 
6465	00915502  	J 	E 
6466	00915540  	C 	F 
6467	00915557  	G 	F 
6468	00915632  	J 	C 
6469	00915748  	B 	C 
6470	00915793  	H 	F 
6471	00915878  	B 	E 
6472	00915885  	I 	E 
6473	00915892  	J 	G 
6474	00915908  	E 	E 
6475	00915939  	D 	G 
6476	00915977  	F 	E 
6477	00915991  	G 	E 
6478	00916110  	D 	F 
6479	00916158  	H 	E 
6480	00916196  	G 	E 
6481	00916233  	F 	E 
6482	00916257  	H 	D 
6483	00916264  	E 	E 
6484	00916301  	F 	F 
6485	00916325  	F 	E 
6486	00916509  	D 	H 
6487	00916578  	J 	E 
6488	00916615  	C 	E 
6489	00916622  	C 	F 
6490	00916691  	E 	F 
6491	00916707  	G 	E 
6492	00916714  	C 	E 
6493	00916790  	J 	D 
6494	00916851  	F 	D 
6495	00916899  	F 	G 
6496	00917018  	D 	E 
6497	00917124  	J 	E 
6498	00917179  	D 	F 
6499	00917186  	F 	E 
6500	00917292  	C 	E 
6501	00917391  	B 	E 
6502	00917414  	B 	C 
6503	00917452  	E 	E 
6504	00917476  	B 	E 
6505	00917520  	C 	E 
6506	00917582  	F 	F 
6507	00917605  	C 	F 
6508	00917629  	C 	C 
6509	00917650  	F 	F 
6510	00917667  	G 	G 
6511	00917674  	E 	G 
6512	00918947  	C 	A 
6513	00919265  	C 	E 
6514	00919289  	C 	E 
6515	00919326  	F 	E 
6516	00919340  	E 	F 
6517	00919357  	I 	F 
6518	00919425  	B 	F 
6519	00919555  	K 	B 
6520	00919784  	E 	E 
6521	00919814  	E 	F 
6522	00919852  	D 	F 
6523	00919937  	E 	C 
6524	00920056  	D 	C 
6525	00920155  	G 	F 
6526	00920162  	G 	F 
6527	00920193  	K 	E 
6528	00920247  	F 	E 
6529	00920254  	B 	D 
6530	00920261  	D 	F 
6531	00920308  	G 	F 
6532	00920315  	G 	F 
6533	00920353  	G 	F 
6534	00920407  	E 	E 
6535	00920414  	D 	C 
6536	00920490  	D 	F 
6537	00920568  	B 	E 
6538	00920599  	B 	F 
6539	00920636  	C 	B 
6540	00920650  	B 	F 
6541	00920667  	F 	F 
6542	00920766  	B 	H 
6543	00920773  	F 	D 
6544	00920841  	D 	E 
6545	00920889  	D 	D 
6546	00920896  	A 	F 
6547	00920902  	G 	F 
6548	00920933  	E 	E 
6549	00920971  	E 	E 
6550	00920988  	G 	E 
6551	00921299  	E 	F 
6552	00921343  	G 	F 
6553	00921435  	C 	F 
6554	00921480  	F 	E 
6555	00921527  	B 	E 
6556	00921596  	B 	C 
6557	00921664  	D 	F 
6558	00921688  	C 	F 
6559	00921695  	G 	F 
6560	00921725  	H 	E 
6561	00921732  	B 	E 
6562	00921763  	B 	F 
6563	00921770  	H 	E 
6564	00921787  	G 	E 
6565	00921800  	I 	E 
6566	00921824  	F 	D 
6567	00921916  	D 	D 
6568	00921930  	F 	E 
6569	00921961  	I 	F 
6570	00921985  	E 	E 
6571	00921992  	F 	E 
6572	00922050  	J 	F 
6573	00922067  	C 	C 
6574	00922166  	G 	E 
6575	00922210  	E 	C 
6576	00922364  	D 	H 
6577	00922425  	C 	F 
6578	00922456  	E 	E 
6579	00922470  	F 	C 
6580	00922494  	G 	E 
6581	00922500  	J 	F 
6582	00922579  	J 	E 
6583	00922609  	D 	D 
6584	00922647  	E 	E 
6585	00922685  	D 	D 
6586	00922715  	B 	E 
6587	00922746  	F 	E 
6588	00922753  	C 	E 
6589	00922777  	F 	F 
6590	00922869  	D 	E 
6591	00922890  	F 	F 
6592	00922937  	D 	A 
6593	00922999  	C 	E 
6594	00923033  	B 	E 
6595	00923071  	F 	E 
6596	00923163  	F 	E 
6597	00923217  	B 	E 
6598	00923347  	H 	E 
6599	00923415  	D 	H 
6600	00923422  	D 	F 
6601	00923446  	C 	E 
6602	00923521  	C 	C 
6603	00923583  	I 	E 
6604	00923873  	C 	F 
6605	00923897  	H 	F 
6606	00923910  	A 	F 
6607	00923927  	F 	E 
6608	00924023  	C 	E 
6609	00924030  	B 	E 
6610	00924153  	G 	E 
6611	00924221  	G 	E 
6612	00924245  	E 	E 
6613	00924252  	F 	E 
6614	00924276  	C 	E 
6615	00924313  	D 	E 
6616	00924351  	F 	F 
6617	00924368  	H 	F 
6618	00924382  	E 	E 
6619	00924399  	E 	F 
6620	00924405  	E 	E 
6621	00924443  	E 	E 
6622	00924474  	F 	E 
6623	00924573  	F 	E 
6624	00924597  	D 	E 
6625	00924641  	C 	E 
6626	00924689  	F 	C 
6627	00924733  	G 	E 
6628	00924740  	C 	H 
6629	00924801  	F 	E 
6630	00924887  	D 	E 
6631	00924894  	G 	D 
6632	00924948  	J 	E 
6633	00924993  	F 	E 
6634	00925013  	J 	E 
6635	00925037  	B 	F 
6636	00925044  	D 	E 
6637	00925051  	J 	E 
6638	00925143  	D 	E 
6639	00925181  	F 	H 
6640	00925310  	F 	F 
6641	00925365  	D 	F 
6642	00925402  	D 	F 
6643	00925433  	G 	E 
6644	00925471  	I 	F 
6645	00925488  	J 	F 
6646	00925501  	F 	E 
6647	00925549  	F 	F 
6648	00925594  	C 	F 
6649	00925600  	H 	F 
6650	00925617  	B 	F 
6651	00925679  	E 	F 
6652	00925686  	F 	E 
6653	00925709  	D 	F 
6654	00925815  	C 	E 
6655	00925822  	D 	E 
6656	00925860  	E 	F 
6657	00925891  	C 	H 
6658	00925969  	F 	C 
6659	00926003  	D 	G 
6660	00926089  	C 	F 
6661	00926140  	D 	C 
6662	00926164  	C 	F 
6663	00926171  	D 	F 
6664	00926225  	E 	E 
6665	00926324  	D 	F 
6666	00926348  	C 	G 
6667	00926379  	D 	E 
6668	00926430  	C 	D 
6669	00926638  	D 	E 
6670	00926645  	J 	E 
6671	00926669  	I 	E 
6672	00926676  	E 	E 
6673	00926713  	H 	E 
6674	00926720  	C 	E 
6675	00926768  	J 	E 
6676	00926867  	B 	F 
6677	00926874  	G 	E 
6678	00926935  	J 	F 
6679	00926973  	D 	F 
6680	00926997  	I 	E 
6681	00927031  	F 	H 
6682	00927093  	F 	E 
6683	00927543  	J 	E 
6684	00927628  	E 	F 
6685	00927642  	E 	F 
6686	00927871  	C 	E 
6687	00928076  	B 	E 
6688	00928090  	E 	E 
6689	00928106  	C 	E 
6690	00928137  	D 	E 
6691	00928144  	B 	E 
6692	00928199  	D 	F 
6693	00928229  	B 	E 
6694	00928250  	C 	F 
6695	00928267  	D 	F 
6696	00928274  	B 	F 
6697	00928311  	K 	H 
6698	00928564  	D 	E 
6699	00928595  	G 	E 
6700	00928649  	D 	E 
6701	00928724  	E 	E 
6702	00928854  	G 	F 
6703	00928922  	E 	F 
6704	00929059  	K 	F 
6705	00929066  	G 	E 
6706	00929103  	D 	F 
6707	00929127  	D 	F 
6708	00929141  	E 	F 
6709	00929202  	I 	G 
6710	00929219  	F 	E 
6711	00929271  	F 	E 
6712	00929431  	D 	E 
6713	00929585  	F 	E 
6714	00929677  	D 	E 
6715	00929684  	F 	E 
6716	00929707  	J 	F 
6717	00929813  	E 	E 
6718	00929950  	H 	E 
6719	00929974  	K 	H 
6720	00930048  	E 	E 
6721	00930079  	K 	H 
6722	00930178  	C 	E 
6723	00930307  	F 	E 
6724	00930383  	D 	E 
6725	00930451  	K 	H 
6726	00930505  	K 	F 
